hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
2666630,"",12,"""M""",5,reservation,2666616
2453272,Skatt på finansiella transaktioner,14,"""S""",6,reservation,2453258
2546215,Åtgärder mot islamofobi,3,"""mp""",4,reservation,2546212
2657731,"",2,"""SD""",1,reservation,2657729
2454731,Bemötande av brottoffer m.m.,17,"""m"",""c"",""fp"",""kd""",17,reservation,2454714
2328646,"Handel, miljö och sociala frågor m.m.",2,"""v"",""mp""",3,reservation,2328644
2519670,"",6,"""C"",""L"",""MP""",6,reservation,2519664
2623745,Fristående universitet och högskolor ,15,"""fp""",21,reservation,2623730
2682912,"",53,"""MP""",41,reservation,2682859
2294845,"",4,"""L""",1,reservation,2294841
2553095,"",12,"""C"",""KD""",9,reservation,2553083
2456743,Lönebidragsfrågor,4,"""kd""",3,reservation,2456734
2334507,"",32,"""V""",21,reservation,2334475
2325342,Individuellt kompetenssparkonto,17,"""c""",17,reservation,2325325
2493349,Europeiska unionens förbindelser med omvärlden,5,"""m"",""fp""",6,reservation,2493344
1094871,"",6,"""MP""",4,reservation,1094865
2476634,"Förbättrat stöd till patienter, förskrivare och farmaceuter",3,"""m""",2,reservation,2476631
2297806,"",30,"""KD""",16,reservation,2297776
2459482,Förbud mot användningen av neonikotinoider,37,"""MP"",""V""",41,reservation,2459445
2426868,En ny organisation för ekobrottsbekämpningen,11,"""fp""",14,reservation,2426857
2496037,Förslag om avslag på propositionen,1,"""s""",1,reservation,2496036
2517061,"",50,"""MP""",25,reservation,2517011
2354840,"",25,"""M"",""C""",27,reservation,2354815
2703665,Avveckling av försäkringsdelegationer m.m.,1,"""s"",""v"",""mp""",1,reservation,2703664
2359398,Tidsgräns för genomgång av lagarna i HBT-frågor,8,"""c"",""fp"",""mp""",16,reservation,2359390
2394344,Allmän översyn av adoptionslagstiftningen ,11,"""m"",""kd""",17,reservation,2394333
2533770,"",15,"""SD"",""-""",12,reservation,2533755
2342968,Kapitalförsörjning,2,"""m"",""c"",""fp"",""kd""",3,reservation,2342966
2700454,Handelspolitiska frågor,17,"""kd""",22,reservation,2700437
2673461,Äganderättens betydelse för ett hållbart nyttjande av havsresursen m.m.,19,"""m"",""c"",""fp"",""kd""",12,reservation,2673442
1112739,Översyn av abortlagstiftningen,7,"""kd""",7,reservation,1112732
2649836,Kommunala naturvårdsplaner m.m. ,6,"""m""",6,reservation,2649830
2686293,"Utvärdering av den utökade tillsynen och kontrollen ,m.m.",11,"""kd""",9,reservation,2686282
2473235,"",9,"""SD""",6,reservation,2473226
2657527,"",5,"""SD""",4,reservation,2657522
2623941,"",16,"""SD""",11,reservation,2623925
2319945,Yttre åtgärder,79,"""v""",67,reservation,2319866
2451059,Handläggningen av svenskt deltagande i projektet Neuron (avsnitt 1.4),1,"""c"",""fp"",""kd""",1,reservation,2451058
2651571,"",3,"""S"",""MP"",""V""",2,reservation,2651568
2297805,"",29,"""M""",16,reservation,2297776
3363977,"",7,"""KD""",4,reservation,3363970
2496355,"",14,"""KD""",10,reservation,2496341
3359688,Samordningstjänst i Regeringskansliet,11,"""s"",""v"",""mp""",13,reservation,3359677
2663195,Kraftvärme,9,"""m"",""fp"",""kd""",6,reservation,2663186
2539165,Ogiltigförklaring och skadestånd enligt LAS,18,"""v""",19,reservation,2539147
2430345,"",14,"""C""",10,reservation,2430331
2642785,"",9,"""MP""",4,reservation,2642776
2628870,"",11,"""SD""",7,reservation,2628859
2548256,"",16,"""M"",""SD"",""KD""",18,reservation,2548240
2355586,"",37,"""MP""",32,reservation,2355549
2474335,"",14,"""MP""",13,reservation,2474321
1111825,Anmälan om ägarbyte vid fristående skolor,20,"""MP"",""SD""",15,reservation,1111805
1095020,"",5,"""C"",""MP""",5,reservation,1095015
2340251,"",5,"""M"",""C"",""FP"",""KD""",4,reservation,2340246
2334506,"",31,"""C""",20,reservation,2334475
2705606,"",1,"""M"",""SD""",1,reservation,2705605
2681440,Folkomröstning,4,"""v"",""mp""",6,reservation,2681436
1031458,"",12,"""S"",""V""",5,reservation,1031446
2305550,Uppdrag till Socialstyrelsen om journalföring inom psykiatrin,5,"""mp""",8,reservation,2305545
2704339,Utlokaliseringsfrågor,4,"""m"",""c"",""fp"",""kd""",3,reservation,2704335
2576195,Delegation till länsstyrelserna,3,"""v""",3,reservation,2576192
2474691,Stöd till brottsoffer m.m.,17,"""m"",""kd""",15,reservation,2474674
2479959,"",50,"""M""",69,reservation,2479909
2349862,Serveringstider m.m. ,15,"""m""",10,reservation,2349847
2697095,"",25,"""M""",13,reservation,2697070
2302714,"",3,"""M""",2,reservation,2302711
2483092,"",2,"""V""",2,reservation,2483090
2440657,"",27,"""MP""",18,reservation,2440630
2499106,"",1,"""M"",""C"",""KD"",""L""",1,reservation,2499105
1113072,En effektivare narkotika- och dopningslagstiftning,1,"""SD""",1,reservation,1113071
2492658,Följdlagstiftning i propositioner om rambeslut,1,"""m""",2,reservation,2492657
2316875,Statens folkhälsoinstituts arbetsuppgifter,11,"""fp""",15,reservation,2316864
2515749,"",1,"""SD""",1,reservation,2515748
2350877,Propositionens lagförslag om försvarsunderrättelseverksamhet m.m.,4,"""s"",""v"",""mp""",2,reservation,2350872
1095116,"",13,"""MP""",4,reservation,1095103
3357916,"",16,"""M"",""L""",11,reservation,3357900
1047767,"",16,"""V"",""MP""",15,reservation,1047751
2686836,Löner och diskriminering,10,"""m"",""c"",""fp"",""kd""",20,reservation,2686826
2324486,Pensionsfrågor i övrigt,26,"""s""",27,reservation,2324460
2478499,"",1,"""SD""",2,reservation,2478498
2437032,"",6,"""M"",""C"",""L"",""KD""",9,reservation,2437026
2661886,"",4,"""SD""",2,reservation,2661882
2692932,"",14,"""MP""",8,reservation,2692918
2346757,Ansvar för post- och kassaservice,3,"""v""",1,reservation,2346754
2454286,"",1,"""L""",4,reservation,2454285
2704406,"",12,"""M""",11,reservation,2704394
2307548,"",23,"""V""",22,reservation,2307525
2417706,"",17,"""V""",21,reservation,2417689
3136753,"",13,"""L""",10,reservation,3136740
2389621,"",34,"""M"",""C""",38,reservation,2389587
2398374,"",6,"""C""",4,reservation,2398368
2561556,"",61,"""C"",""MP""",28,reservation,2561495
2418652,"",12,"""S"",""C""",9,reservation,2418640
2517025,"",14,"""C""",8,reservation,2517011
2561253,"",3,"""SD""",8,reservation,2561248
2317393,Förebyggande och andra insatser för barn i utsatta situationer,30,"""mp""",30,reservation,2317363
2566112,Rättsstatens principer och humanitär rätt,9,"""v""",7,reservation,2566103
2548296,"",13,"""MP""",14,reservation,2548283
3363550,Utvidgade regionala avdrag från socialavgifter ,8,"""m""",4,reservation,3363542
2384227,"",41,"""SD""",21,reservation,2384186
2549268, Öppen programvara och öppna standarder,1,"""mp""",1,reservation,2549267
2309147,Information från läkemedelsföretag ,3,"""c""",4,reservation,2309144
2323957,"",21,"""SD""",12,reservation,2323936
2357546,Karriär- och utvecklingsmöjligheter samt utbildningsfrågor m.m. ,1,"""m"",""fp""",1,reservation,2357545
2359779,Finansieringsformen för public serviceföretagen ,2,"""m""",3,reservation,2359777
2387714,"",15,"""V""",7,reservation,2387699
2620612,Parlamentarisk utredning,10,"""m""",9,reservation,2620602
2681364,"",12,"""S""",7,reservation,2681352
2405850,"",14,"""KD""",13,reservation,2405836
2670678,Rasistiska organisationer m.m.,2,"""kd""",2,reservation,2670676
2556525,"",4,"""SD""",8,reservation,2556521
1045601,"",18,"""C""",13,reservation,1045583
2486740,Kompetensutveckling för högskolans lärare,35,"""kd""",22,reservation,2486705
2664136,"",13,"""M"",""KD""",13,reservation,2664123
2613738,"",24,"""KD""",9,reservation,2613714
1094737,"",5,"""V""",2,reservation,1094732
2509152,"",6,"""M""",2,reservation,2509145
2591350,Särreglering av människohandel rörande barn,3,"""c""",5,reservation,2591347
2393255,Tidsbegränsat uppehållstillstånd för målsägande och vittnen,11,"""v""",7,reservation,2393244
2705496,"",6,"""MP""",2,reservation,2705490
2514386,Företagares försäkringsskydd,9,"""m"",""c"",""fp"",""kd""",10,reservation,2514377
2411567,Ersättningsnivå i sjukpenningen,15,"""m""",16,reservation,2411552
2517313,Profilklasser,41,"""mp""",41,reservation,2517272
3361250,"",21,"""M"",""SD""",13,reservation,3361229
1045565,"",1,"""V""",2,reservation,1045564
2468728,"",1,"""M"",""C"",""KD"",""L""",1,reservation,2468727
2342608,"",3,"""MP""",1,reservation,2342605
2480045,Hälso- och sjukvårdens organisation och finansiering ,1,"""kd""",1,reservation,2480044
2479541,"",1,"""M""",1,reservation,2479540
2359428,En 18-årsgräns ,2,"""v""",7,reservation,2359426
2496745,Alternativa åtgärder,3,"""v"",""mp""",2,reservation,2496742
2498673,Kvotpliktens omfattning m.m.,8,"""m""",6,reservation,2498665
2704999,"",18,"""V""",10,reservation,2704981
2437662,Ridsport och vissa skatteregler,5,"""kd""",5,reservation,2437657
2513527,"",16,"""M""",7,reservation,2513511
2506052,"",20,"""SD""",18,reservation,2506032
2382822,"",2,"""SD""",2,reservation,2382820
1035107,"",30,"""V""",14,reservation,1035077
1045314,"",17,"""S""",13,reservation,1045297
2673018,Genetiskt modifierat skogsodlingsmaterial och exoter,8,"""mp""",7,reservation,2673010
2302917,Etablering av bokhandlar i kommuner som saknar sådana,19,"""v""",22,reservation,2302898
2591061,Bäst-före-märkning,2,"""S"",""MP"",""V""",2,reservation,2591059
2401756,Åtgärder för personer som står långt från arbetsmarknaden,8,"""S""",8,reservation,2401748
1111832,Studie- och yrkesvägledning,27,"""S"",""SD""",25,reservation,1111805
2375082,"",8,"""C""",7,reservation,2375074
2324994,"",38,"""KD""",56,reservation,2324947
2506583,"",21,"""SD""",13,reservation,2506562
2418377,Beslutsfattandet vid gemensam vårdnad,3,"""v""",4,reservation,2418374
2313719,Kompetensutveckling inom HBT,42,"""s""",44,reservation,2313677
1110131,"",29,"""S""",15,reservation,1110102
2610254,"",12,"""C""",7,reservation,2610242
2548674,"",8,"""M"",""C"",""L"",""KD""",11,reservation,2548666
2315317,"",12,"""S""",6,reservation,2315305
2403240,"",12,"""C""",9,reservation,2403228
2539119,"",6,"""V""",4,reservation,2539113
2643680,Samarbetet med övriga länder,37,"""fp""",35,reservation,2643643
2661814,"",16,"""C""",9,reservation,2661798
2536798,4 kap. 26 § barnavårdslagen,9,"""m""",6,reservation,2536789
2478758,"",2,"""V""",1,reservation,2478756
2298860,Hastighetsgränser,10,"""m""",9,reservation,2298850
2679031,"",1,"""S"",""V"",""MP""",1,reservation,2679030
2417276,Jordbrukets konkurrensvillkor,36,"""m"",""c"",""kd""",41,reservation,2417240
3365481,Tilldelning av utsläppsrätter,38,"""m""",30,reservation,3365443
3364419,Medieutbildning i lärarutbildningen,19,"""kd""",21,reservation,3364400
2426958,"",9,"""V""",4,reservation,2426949
2523140,"",11,"""SD"",""KD""",5,reservation,2523129
2601333,"",31,"""C"",""KD""",17,reservation,2601302
2383812,"",14,"""S"",""C""",18,reservation,2383798
2591876,"",25,"""S""",14,reservation,2591851
2676511,Tillsäggning av högre statliga tjänster,7,"""m"",""fp"",""kd"",""mp""",11,reservation,2676504
2478393,Sms-lån,1,"""s""",1,reservation,2478392
2671344,"Samverkan mellan tull och polis, m.m.",19,"""c"",""fp"",""kd""",15,reservation,2671325
2456326,"",51,"""C""",28,reservation,2456275
2459243,Utvidgat förverkande,1,"""m"",""c"",""fp""",3,reservation,2459242
2364368,"",30,"""SD"",""V""",22,reservation,2364338
2641744,"",19,"""MP""",12,reservation,2641725
2414430,"",11,"""MP""",4,reservation,2414419
2334496,"",21,"""V""",13,reservation,2334475
2410531,"",15,"""KD""",6,reservation,2410516
2690477,"",1,"""V""",1,reservation,2690476
2432476,Snöskoterfrågor,23,"""S""",18,reservation,2432453
2317563,Förstärkt tillsyn,26,"""fp""",12,reservation,2317537
2303563,"",7,"""C""",2,reservation,2303556
3365295,"",2,"""S""",3,reservation,3365293
2501009,"",5,"""MP""",2,reservation,2501004
2637062,"",14,"""M"",""SD"",""KD""",12,reservation,2637048
2454822,Ägandet av flygplatser,2,"""m""",2,reservation,2454820
2514383,Regressrätt för arbetsgivare,6,"""m"",""c"",""kd""",7,reservation,2514377
2661895,"",13,"""KD""",8,reservation,2661882
2590472,Alkoholfri representation,3,"""v"",""mp""",7,reservation,2590469
3392524,"",2,"""MP""",1,reservation,3392522
2632436,Krav på återställande,7,"""V""",7,reservation,2632429
2407584,"",44,"""MP""",37,reservation,2407540
2318167,"",9,"""S""",10,reservation,2318155
2299523,Allmänt om jämställda löner och lönediskriminering,6,"""fp""",7,reservation,2299517
2469269,Rätten att välja skola,14,"""v""",16,reservation,2469255
2683064,"",23,"""SD""",13,reservation,2683041
2450264,Återföring av medel från vatten- och vindkraft samt vissa andra naturresurser,7,"""V""",5,reservation,2450257
2414420,"",1,"""SD""",2,reservation,2414419
2494137,Kostnader för utbildningstolkning,17,"""m"",""kd""",17,reservation,2494120
1057424,"",8,"""MP""",3,reservation,1057416
2657910,"",2,"""S"",""MP"",""V""",2,reservation,2657908
2395545,Organisatoriska frågor,11,"""m""",9,reservation,2395534
1080215,"",3,"""S"",""V"",""MP""",2,reservation,1080212
1019497,"",7,"""MP""",4,reservation,1019490
2444842,"",4,"""V""",4,reservation,2444838
2523808,"",11,"""M""",6,reservation,2523797
2311132,"",12,"""C""",25,reservation,2311120
2466445,Statligt stöd till nyproduktion,11,"""V""",7,reservation,2466434
2527679,Forskning inom den arktiska regionen,4,"""s""",4,reservation,2527672
2447505,"",1,"""SD""",1,reservation,2447504
2355220,"",1,"""SD""",1,reservation,2355219
2357892,Brandbekämpning till sjöss ,1,"""kd""",2,reservation,2357891
2300189,Ombyggnad och varsamhetsreglerna i planoch bygglagen ,11,"""c""",8,reservation,2300178
2292403,Ansvar för frågor om byggkonkurrens ,11,"""m"",""-""",5,reservation,2292392
2439199,"",9,"""M"",""C"",""L"",""KD""",8,reservation,2439190
2330897,Styrningen av de kulturpolitiska medlen till Region Skåne,3,"""c"",""fp""",7,reservation,2330894
2303871,"",10,"""V""",11,reservation,2303861
2417691,"",2,"""M""",2,reservation,2417689
2648672,Offentliga nämndsammanträden,1,"""fp""",3,reservation,2648671
2510862,Skydd mot farliga ämnen,2,"""S""",2,reservation,2510860
3358146,"",17,"""MP""",7,reservation,3358129
2586937,"",4,"""V""",4,reservation,2586933
2671545,"",1,"""SD""",6,reservation,2671544
2293351,"",34,"""M""",17,reservation,2293317
2318637,Utseende av offentliga ombud i framtiden,4,"""mp""",5,reservation,2318633
2446246,"",2,"""M""",1,reservation,2446244
2383406,"",1,"""SD""",1,reservation,2383405
2701551,En försäkring mot patentintrång,55,"""S""",46,reservation,2701496
2436660,Övriga frågor om läkare m.m.,41,"""m""",28,reservation,2436619
2698133,Sanktioner mot arbetsgivare,18,"""s""",17,reservation,2698115
2599969,Icke frihetsberövande påföljder,22,"""fp""",23,reservation,2599947
2354818,"",3,"""C"",""L""",2,reservation,2354815
2496343,"",2,"""M"",""SD""",2,reservation,2496341
2456277,"",2,"""C""",1,reservation,2456275
3362467,Översyn och utvärdering,8,"""m"",""fp"",""kd""",10,reservation,3362459
2440916,"",10,"""SD""",7,reservation,2440906
2470305,"",2,"""V""",1,reservation,2470303
3364416,Kunskap i frågor om mobbning,16,"""m""",16,reservation,3364400
2313025,Lag om folkomröstning av införande av euron,1,"""v"",""mp""",1,reservation,2313024
2443006,"",2,"""KD""",3,reservation,2443004
2697537,"",24,"""SD""",14,reservation,2697513
2560459,"",10,"""MP""",4,reservation,2560449
2632488,Barnlitteraturstatistik,5,"""v""",21,reservation,2632483
1042349,"",15,"""S""",10,reservation,1042334
2541188,"",36,"""V""",24,reservation,2541152
2475486,"",1,"""SD""",3,reservation,2475485
1057246,"",14,"""C""",7,reservation,1057232
2503550,Statens inspektion för försvarsunderrättelseverksamhet,3,"""MP"",""SD"",""V""",3,reservation,2503547
2632673,"",31,"""V""",14,reservation,2632642
2451262,Avveckling av resterande delar av presstödet,4,"""fp""",7,reservation,2451258
2295380,Indikatorer för måluppfyllelse och kvalitet,5,"""S"",""MP"",""V""",8,reservation,2295375
2572078,Fler betygssteg,47,"""c"",""fp"",""kd""",43,reservation,2572031
2635207,"",7,"""SD""",8,reservation,2635200
2398196,"",16,"""MP""",11,reservation,2398180
2361930,Alkolås,2,"""s"",""v"",""mp""",3,reservation,2361928
3137552,Riksrevisionens styrelses framställning angående insatser för att hantera omfattande elavbrott,1,"""s"",""v"",""mp""",1,reservation,3137551
2509217,"",11,"""KD""",6,reservation,2509206
2459681,"",4,"""L""",1,reservation,2459677
2692753,Sjuklöneansvar för mindre företag,23,"""v""",27,reservation,2692730
2509163,"",14,"""C""",7,reservation,2509145
2590009,"",12,"""M""",9,reservation,2589997
2492133,Skolans uppgift,44,"""m""",40,reservation,2492089
2476165,Friskvård för äktenskap och parförhållanden,22,"""kd""",34,reservation,2476143
2518063,"",31,"""KD""",14,reservation,2518031
2504958,Avslag på propositionen,1,"""V""",1,reservation,2504957
2436709,Socialavgifter för företag med säsongsanställd personal,90,"""kd""",67,reservation,2436619
2571847,"",11,"""SD""",5,reservation,2571836
3358907,Ekologisk odling m.m.,7,"""mp""",6,reservation,3358900
2410273,Andra insatser i storstadsområdena,24,"""m""",9,reservation,2410249
1060149,"",8,"""S"",""V""",6,reservation,1060141
2295020,Tobaksprevention,4,"""fp"",""kd""",6,reservation,2295016
2681182,"",5,"""V""",6,reservation,2681177
2365686,"",18,"""L""",10,reservation,2365668
2553053,Djurhållning i kustnära områden m.m.,5,"""v""",4,reservation,2553048
2696751,It i skolan,33,"""S"",""V""",22,reservation,2696718
2433783,Upparbetning av kärnavfall,2,"""v"",""mp""",3,reservation,2433781
2505197,Kostnadsansvar för investeringar i vården,4,"""v"",""mp""",3,reservation,2505193
2500476,"",1,"""SD""",1,reservation,2500475
2614851,Dubbelbeskattningsavtal och SINK-skatt,14,"""S"",""V""",14,reservation,2614837
2425011,"",1,"""C"",""L"",""KD""",1,reservation,2425010
2500109,"",15,"""SD""",17,reservation,2500094
2580600,Ungdomsbrottslighet m.m.,31,"""S"",""V""",49,reservation,2580569
2556540,"",19,"""SD""",19,reservation,2556521
2463194,Fristående skolor för vuxenutbildning,18,"""m"",""c"",""fp"",""kd""",16,reservation,2463176
3360811,"",12,"""M""",12,reservation,3360799
2613147,Utredning om världsmusik och världsdans,6,"""v""",6,reservation,2613141
